artists,track_name,popularity,duration_ms,danceability,energy,loudness,tempo,track_genre
Boyce Avenue;Sarah Hyland,Closer,54,244188,0.694,0.471,-8.62,95.003,acoustic
Mother's Daughter;Beck Pete,A Sky Full of Stars,55,165067,0.643,0.11,-14.28,101.995,acoustic
Aron Wright,I Don't Believe in Satan,39,208571,0.422,0.41,-14.151,83.952,acoustic
The Perishers,Pills,51,189240,0.543,0.288,-8.608,95.435,acoustic
Tyler Ward;Madysyn,Shallow - Acoustic,52,182553,0.332,0.282,-7.257,187.057,acoustic
Jonah Baker,Watermelon Sugar - Acoustic,56,183093,0.43,0.121,-15.148,91.211,acoustic
Matt Johnson;Jaclyn Davies,Say You Won't Let Go - Acoustic,48,243724,0.432,0.197,-9.251,163.985,acoustic
Kitri,Hikare Inochi,41,322146,0.592,0.769,-5.268,102.033,acoustic
Ben Woodward,Call You Mine (Acoustic Piano),40,209554,0.733,0.297,-14.452,103.953,acoustic
Kina Grannis,For Now,57,198403,0.394,0.249,-10.484,79.549,acoustic
Greg Laswell,Sweet Dream,53,67746,0.41,0.234,-15.236,93.72,acoustic
Andrew Foy,Love Nwantiti,30,129032,0.48,0.158,-15.239,86.107,acoustic
Ross Copperman,Stars Are on Your Side,49,218004,0.255,0.625,-8.31,84.611,acoustic
Jonah Baker;Sara Phillips,We Don't Talk Anymore / Cold (feat. Sara Phillips),26,222911,0.524,0.328,-10.001,99.941,acoustic
Joe Brooks,Superman,53,206693,0.464,0.653,-7.514,162.196,acoustic
Boyce Avenue,Chasing Cars,52,246979,0.659,0.331,-8.987,105.01,acoustic
Zack Tabudlo,Calm Me Down,51,282950,0.592,0.49,-8.508,99.994,acoustic
Masaharu Fukuyama,KISSして,35,222626,0.467,0.851,-4.203,93.873,acoustic
Zack Tabudlo;James TW,Binibini (Last Day On Earth) (feat. James TW),54,219692,0.564,0.391,-7.655,130.03,acoustic
Ciaran Lavery,Left for America,50,170786,0.498,0.384,-10.752,79.856,acoustic
John Frusciante,Ramparts,53,70133,0.386,0.428,-9.949,172.311,acoustic
Chord Overstreet,Hold On - Acoustic,48,200346,0.702,0.259,-9.73,120.102,acoustic
The Civil Wars,Dust to Dust,49,229653,0.747,0.265,-14.141,138.017,acoustic
Masaharu Fukuyama,Good night,35,354213,0.522,0.498,-7.247,145.908,acoustic
Zack Tabudlo,As You Are,60,183969,0.715,0.438,-6.147,81.07,acoustic
Zack Tabudlo,Binibini,65,221538,0.642,0.374,-10.606,129.863,acoustic
Sara Farell,It Aint Me,52,192545,0.354,0.415,-6.578,175.537,acoustic
A Great Big World,Say Something,57,233266,0.447,0.158,-7.571,140.942,acoustic
Ingrid Michaelson;AJR,The Lotto,59,193695,0.687,0.748,-4.54,88.944,acoustic
Rodrigo y Gabriela,Tamacun,50,205800,0.588,0.914,-7.442,128.553,acoustic
Andrew Belle,Make It Without You,49,272612,0.456,0.205,-8.437,117.663,acoustic
Priscilla Ahn,Dream,54,211240,0.512,0.248,-10.359,109.692,acoustic
JJ Heller,"Big Love, Small Moments",52,204293,0.582,0.282,-9.229,118.019,acoustic
Priscilla Ahn,I Am Not Alone,46,252386,0.568,0.18,-11.707,112.033,acoustic
Joshua Hyslop,Stand Your Ground,62,203253,0.71,0.271,-9.541,131.88,acoustic
Front Porch Step,Perfect Man,32,291332,0.574,0.704,-4.65,117.086,acoustic
Takehara Pistol,あ。っという間はあるさ,33,172373,0.64,0.895,-3.068,115.941,acoustic
Eric Hutchinson,Tell The World,58,161328,0.669,0.854,-5.899,120.035,acoustic
Brett Dennen,Ain't No Reason,57,220306,0.615,0.358,-9.694,146.06,acoustic
Rail Yard Ghosts,A Month from Now,34,192392,0.415,0.619,-7.624,77.009,acoustic
Five For Fighting,What If,55,207228,0.565,0.895,-5.354,149.919,acoustic
The Bridge City Sinners,Pussy Cat,33,122874,0.586,0.702,-4.418,177.598,acoustic
Frank Turner,Polaroid Picture,33,223015,0.564,0.604,-5.055,113.091,acoustic
Matt Costa,I Bet On Flying High,0,155000,0.543,0.359,-6.571,109.735,acoustic
Matt Costa,I Bet On Flying High,0,155000,0.543,0.359,-6.571,109.735,acoustic
Matt Costa,I Bet On Flying High,0,155000,0.543,0.359,-6.571,109.735,acoustic
Jonah Baker,Mirrors - Acoustic,52,224170,0.638,0.287,-11.174,128.025,acoustic
Aqualung;Kina Grannis,To the Wonder (feat. Kina Grannis),21,239004,0.515,0.46,-11.261,140.067,acoustic
Jonah Baker,Stay - Acoustic,50,181311,0.622,0.221,-14.335,131.827,acoustic
Ichiko Aoba,太陽さん,55,144653,0.44,0.0353,-20.858,181.988,acoustic
Kina Grannis,Oh What A Love,46,235135,0.457,0.064,-19.928,147.824,acoustic
Meiko,Leave The Lights On,56,248360,0.649,0.821,-6.483,121.938,acoustic
Erin McCarley,I Won't Let You Down,40,198344,0.495,0.329,-11.661,72.992,acoustic
Jason Mraz,Look For The Good (Single Version),21,239697,0.71,0.615,-8.23,90.263,acoustic
Isabella Celander,Stargazing,55,186334,0.69,0.204,-12.427,139.587,acoustic
Roses & Frey,Bad Liar,50,226877,0.596,0.195,-11.02,82.114,acoustic
Rachael Yamagata,Is It You,41,273260,0.66,0.743,-8.302,130.025,acoustic
Us The Duo,Slow Down Time,44,196920,0.733,0.657,-6.843,109.954,acoustic
Amber Leigh Irish,2002 - Acoustic,57,145056,0.589,0.296,-9.335,165.799,acoustic
Jess Penner,Sweeter,33,196026,0.686,0.377,-9.59,92.042,acoustic
Daniel Robinson,Heat Waves - Acoustic,56,193027,0.659,0.338,-10.367,145.877,acoustic
Yosui Inoue;Tamio Okuda,アジアの純真,32,233280,0.732,0.83,-6.63,111.664,acoustic
Jonah Baker;Celine,If the World Was Ending - Acoustic,35,213091,0.522,0.202,-13.38,147.992,acoustic
Greg Laswell,Comes And Goes (In Waves),55,253546,0.565,0.698,-8.596,120.013,acoustic
Masaharu Fukuyama,ながれ星,33,317400,0.474,0.408,-11.42,143.881,acoustic
Blame Jones,Dusk Till Dawn - Acoustic,46,167616,0.543,0.244,-8.062,126.341,acoustic
Ben Woodward,Don't Wanna Leave You,38,211672,0.672,0.644,-9.063,148.135,acoustic
Stephen Speaks,Passenger Seat,65,274245,0.515,0.769,-5.696,153.046,acoustic
Matt White,Love,60,170040,0.759,0.684,-5.751,107.948,acoustic
Boyce Avenue,Hallelujah,54,267765,0.62,0.21,-9.633,98.558,acoustic
Madi Diaz,Ashes,37,250146,0.497,0.254,-11.716,110.864,acoustic
Masaharu Fukuyama,明日の☆SHOW,34,290480,0.644,0.603,-5.83,113.413,acoustic
Boyce Avenue,Love Me Like You Do,55,198218,0.45,0.254,-9.873,92.644,acoustic
Canyon City,Lost Sparks,51,225400,0.548,0.3,-12.71,135.902,acoustic
Tristan Prettyman,Who We Are,48,259877,0.521,0.507,-7.007,108.168,acoustic
Masaharu Fukuyama,Heart (Original Version),34,288426,0.587,0.842,-6.04,97.013,acoustic
JJ Heller,It'll Be Alright,51,219363,0.543,0.324,-11.258,139.883,acoustic
Ingrid Michaelson,Everybody,54,208426,0.742,0.636,-6.744,95.002,acoustic
Mark Oblea,Kabilugan Ng Buwan,32,283480,0.707,0.402,-9.773,94.99,acoustic
Ingrid Michaelson,Keep Breathing,54,205586,0.52,0.308,-11.996,125.93,acoustic
Boyce Avenue;Kina Grannis,Fast Car,61,304293,0.392,0.251,-9.845,204.961,acoustic
Boyce Avenue,Just the Way You Are,55,239573,0.531,0.296,-7.594,106.359,acoustic
Andrew Belle,The Ladder,55,227128,0.681,0.608,-8.369,123.991,acoustic
Masaharu Fukuyama,HELLO (Original Version),34,243066,0.569,0.861,-4.547,77.983,acoustic
Hanare Gumi,接吻,33,369200,0.707,0.296,-11.633,88.006,acoustic
Brett Dennen;Benedict Cumberbatch,Can't Keep It Inside,45,77093,0.519,0.0646,-18.898,121.696,acoustic
Hanare Gumi,明日天気になれ,33,244840,0.608,0.705,-5.178,111.204,acoustic
Masaharu Fukuyama,IT'S ONLY LOVE,34,275266,0.585,0.734,-5.365,117.84,acoustic
Masaharu Fukuyama,それがすべてさ,34,330720,0.527,0.89,-5.651,102.644,acoustic
A Great Big World,I Don't Wanna Love Somebody Else,49,163960,0.495,0.22,-11.16,126.618,acoustic
RENT STRIKE,Burn It All!,33,193874,0.628,0.424,-8.539,99.696,acoustic
Brandi Carlile,Carried Me With You,62,213732,0.639,0.666,-7.775,98.384,acoustic
Mischief Brew,"O, Pennsyltucky!",33,227053,0.245,0.624,-5.606,162.586,acoustic
Frank Turner,"I Believed You, William Blake",31,215440,0.387,0.526,-7.611,130.719,acoustic
Get Dead,Pepperspray,32,136543,0.539,0.675,-6.987,142.041,acoustic
Get Dead,Stickup,32,223707,0.487,0.837,-5.865,160.025,acoustic
Grace George,Heaven - Acoustic,54,188181,0.529,0.24,-9.066,131.266,acoustic
Jack Savoretti,Soldier's Eyes,50,171760,0.666,0.289,-12.404,109.965,acoustic
Ichiko Aoba,Asleep Among Endives,58,306243,0.451,0.0318,-19.933,123.985,acoustic
Thomas Daniel,Symphony - Acoustic,49,192389,0.359,0.208,-10.567,83.155,acoustic
Boyce Avenue;Fifth Harmony,When I Was Your Man,52,218472,0.403,0.237,-10.001,144.174,acoustic
Amber Leigh Irish,Save Your Tears - Acoustic,49,177818,0.693,0.111,-12.356,110.813,acoustic
Gen Hoshino,Koi,53,251266,0.598,0.819,-2.619,158.115,acoustic
Richard Walters,July Bones,54,239400,0.596,0.27,-11.486,100.006,acoustic
Kaiak;Viktoria Tolstoy,Autumn Breeze,50,241413,0.589,0.334,-10.08,80.036,acoustic
Boyce Avenue,Save Your Tears,57,216800,0.735,0.275,-8.994,116.004,acoustic
Bailey Rushlow,You're Still The One - Acoustic,53,161306,0.605,0.168,-11.388,119.836,acoustic
Kina Grannis,Somebody Loved,57,153105,0.612,0.107,-15.867,78.393,acoustic
Boyce Avenue,Rise,49,202167,0.568,0.177,-11.277,103.822,acoustic
John Adams,Bohemian Rhapsody - Acoustic,52,173426,0.451,0.0665,-13.862,64.289,acoustic
Amber Leigh Irish,As It Was - Acoustic,51,144644,0.595,0.0477,-14.672,118.162,acoustic
Canyon City,Wish List,46,212760,0.307,0.11,-15.253,201.008,acoustic
Chord Overstreet,Beautiful Disaster,41,241758,0.3,0.27,-14.397,144.589,acoustic
Wayne Mack,Fake a smile,57,169600,0.731,0.191,-11.359,149.91,acoustic
Aimyon,Marigold,50,306626,0.545,0.745,-3.098,106.094,acoustic
Sungha Jung,River Flows In You,42,214466,0.356,0.23,-16.957,129.532,acoustic
Tamio Okuda,Kill Me Pretty,47,160466,0.432,0.796,-7.262,141.868,acoustic
Us The Duo,No Matter Where You Are,55,178826,0.693,0.664,-5.852,132.059,acoustic
Ben Rector,I Like You,56,138506,0.624,0.334,-11.89,157.92,acoustic
Parachute,The Mess I Made,49,230613,0.423,0.572,-5.109,165.394,acoustic
Zee Avi,Dream a Little Dream of Me,50,111842,0.555,0.0879,-12.141,84.174,acoustic
Joshua Radin,"Here, Right Now",56,183213,0.496,0.391,-9.844,108.868,acoustic
Boyce Avenue,Wonderful Tonight,52,220507,0.671,0.299,-10.582,95.008,acoustic
Gabrielle Aplin,Salvation,50,248506,0.379,0.267,-8.981,135.198,acoustic
Jon Bryant,Wilderness,53,269986,0.499,0.209,-16.668,82.892,acoustic
Masaharu Fukuyama,恋人 (Original Version),33,272773,0.649,0.336,-12.053,71.967,acoustic
Bailey Pelkman;Randy Rektor,I Just Called To Say I Love You,54,189646,0.746,0.257,-9.878,132.032,acoustic
A Great Big World;Christina Aguilera,Fall on Me,50,262820,0.393,0.268,-6.741,110.456,acoustic
John Frusciante,Song To Sing When I'm Lonely,54,195213,0.629,0.673,-4.379,114.243,acoustic
Ron Pope,A Drop In the Ocean,55,228311,0.458,0.363,-6.473,134.252,acoustic
Tres Hermanas,Have Yourself a Merry Little Christmas,32,155792,0.452,0.268,-9.405,66.805,acoustic
Masaharu Fukuyama,Message (Original Version),33,256506,0.616,0.791,-6.246,126.764,acoustic
Matt Johnson,Beautiful In White,50,240000,0.619,0.278,-7.072,129.948,acoustic
The Mayries,Heaven Is a Place on Earth,56,193333,0.634,0.176,-14.703,107.974,acoustic
Stephen Speaks,Passenger Seat (Acoustic),63,273066,0.549,0.437,-8.64,153.604,acoustic
Eddie Vedder,Guaranteed - Humming Version,48,162309,0.292,0.339,-13.153,100.69,acoustic
Dave Van Ronk,"Hang Me, Oh Hang Me",54,190106,0.504,0.0273,-21.441,120.24,acoustic
John Frusciante;Josh Klinghoffer,The Afterglow,31,319320,0.636,0.869,-5.095,124.183,acoustic
Frank Turner,Eat the Meek,31,237093,0.486,0.913,-6.416,136.073,acoustic
Joy Williams,The Trouble with Wanting,60,235586,0.396,0.198,-9.096,138.624,acoustic
Ray LaMontagne,You Are the Best Thing,67,231840,0.578,0.727,-4.872,170.593,acoustic
Mischief Brew,Boycott Me!,33,163666,0.684,0.509,-7.608,132.297,acoustic
Days N Daze;Freddie Boatright,To Risk to Live,32,122026,0.623,0.567,-7.779,129.949,acoustic
The Bridge City Sinners,"The Legend of Olog-hai, Pt. 1",31,165799,0.228,0.574,-7.959,182.379,acoustic
Zee Avi,No Christmas For Me,0,160666,0.809,0.313,-12.182,114.955,acoustic
Get Dead,This One's for Johnny,31,195640,0.482,0.772,-5.128,129.91,acoustic
Highland Peak,Graveyard - Acoustic,45,254296,0.425,0.249,-12.219,123.632,acoustic
Ichiko Aoba,bouquet,56,256361,0.298,0.044,-20.176,85.708,acoustic
Aoi Teshima,こころをこめて,45,297266,0.468,0.254,-11.839,135.862,acoustic
AcousticTrench,Paradise,42,170125,0.507,0.191,-16.342,132.131,acoustic
Parachute,Better,46,273026,0.515,0.249,-10.108,108.89,acoustic
Matt Nathanson,Laid,50,182826,0.565,0.89,-5.481,119.862,acoustic
Lee DeWyze,Same For You,45,217373,0.635,0.433,-7.682,130.111,acoustic
Clementine Duo,2U - Acoustic Version,56,208102,0.657,0.192,-13.108,130.087,acoustic
Rachael Yamagata,Duet,43,241120,0.459,0.14,-15.482,128.904,acoustic
Brandon Chase,I'll Say I Do,39,235000,0.391,0.31,-8.706,83.46,acoustic
Bailey Jehl,Anyone,53,172766,0.371,0.208,-13.167,199.805,acoustic
Gabrielle Aplin,Start of Time,45,239855,0.453,0.461,-9.328,106.84,acoustic
Zack Tabudlo,Give Me Your Forever,32,244800,0.627,0.363,-8.127,99.905,acoustic
Bailey Jehl,Heat Waves,53,141286,0.706,0.248,-12.724,125.515,acoustic
Clementine Duo,There She Goes,54,145514,0.724,0.28,-12.788,106.966,acoustic
Joshua Hyslop,Wells,51,223386,0.535,0.444,-11.212,83.99,acoustic
Kina Grannis;Imaginary Future,God Only Knows,55,136542,0.658,0.125,-15.901,106.686,acoustic
Andrew Foy;Renee Foy,Afterglow,33,211358,0.711,0.168,-16.504,109.937,acoustic
Kurt Cobain,Burn The Rain,55,76453,0.504,0.415,-19.308,114.263,acoustic
Us The Duo,Already Mine,46,273126,0.309,0.175,-11.816,155.69,acoustic
Hanare Gumi,きみはぼくのともだち,30,268736,0.628,0.027,-13.64,122.007,acoustic
Gabrielle Aplin,Never Be the Same,46,205658,0.49,0.674,-7.276,122.807,acoustic
Austin Basham,All Is Well,60,256680,0.316,0.413,-12.216,155.69,acoustic
Gabrielle Aplin,My Mistake,51,265386,0.47,0.271,-7.636,145.902,acoustic
Us The Duo,Near Or Far,47,219306,0.515,0.317,-10.286,79.91,acoustic
Drew Holcomb & The Neighbors,Without a Light,60,142200,0.493,0.435,-12.334,87.952,acoustic
Parachute,Lonely With Me,51,218813,0.589,0.809,-5.6,87.013,acoustic
Boyce Avenue;Megan Davies;Jaclyn Davies,Time After Time,60,222250,0.313,0.321,-8.713,53.845,acoustic
Eastmountainsouth,So Are You To Me,52,117760,0.302,0.0783,-14.968,140.485,acoustic
Peter Bradley Adams,My Arms Were Always Around You,54,200800,0.643,0.436,-12.245,91.485,acoustic
The Civil Wars,Dance Me to the End of Love - Bonus,52,185053,0.482,0.178,-11.141,110.128,acoustic
Eddie Vedder,Photographs,51,60413,0.539,0.353,-10.191,54.571,acoustic
Suy Galvez,Baby Now That I Found You,30,244813,0.707,0.531,-7.21,107.994,acoustic
Suy Galvez,Right Here Waiting,30,169733,0.707,0.467,-7.511,110.096,acoustic
Howlin' Wolf,Smokestack Lightnin',62,188400,0.661,0.342,-16.361,146.118,acoustic
Stephen Speaks,Passenger Seat,64,274480,0.523,0.554,-7.596,152.979,acoustic
Buddy Guy;Bonnie Raitt,Feels Like Rain (feat. Bonnie Raitt),57,275266,0.572,0.348,-13.454,73.304,acoustic
Mance Lipscomb,Sugar Babe,31,124400,0.554,0.4,-11.806,101.191,acoustic
Violent Femmes,Blister In The Sun,71,145706,0.726,0.537,-8.896,96.889,acoustic
Days N Daze,"Little Blue Pills, Pt. 2",31,265195,0.501,0.672,-10.225,122.041,acoustic
Drei Rana;Selena Marie,Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,30,235722,0.505,0.462,-5.692,139.914,acoustic
Frank Turner,Bob,30,188952,0.415,0.713,-5.529,83.69,acoustic
Harley Poe,Psycho,30,241250,0.458,0.823,-4.268,131.638,acoustic
Frank Turner,Perfect Government,30,146129,0.474,0.876,-5.052,91.948,acoustic
The Bridge City Sinners,The Fear,30,161205,0.444,0.674,-6.675,111.377,acoustic
Ben Rector,Living My Best Life,59,215213,0.566,0.733,-5.302,178.828,acoustic
Frank Turner,Haven't Been Doing So Well,30,196813,0.367,0.892,-3.91,81.928,acoustic
The Bridge City Sinners,"The Legend of Olog-hai, Pt. 2",30,184217,0.258,0.729,-6.457,116.943,acoustic
Brandi Carlile;Lucius,You and Me On The Rock (feat. Lucius),63,230098,0.568,0.686,-6.635,172.075,acoustic
Get Dead,Glitch,30,129472,0.571,0.696,-8.688,155.133,acoustic
Jonah Baker,A Thousand Years - Acoustic,44,249728,0.385,0.114,-13.005,93.314,acoustic
Trevor Hall;Marieme,2 Oceans,54,213055,0.588,0.569,-7.721,101.988,acoustic
Ben Woodward,Golden Hour - Acoustic Piano,28,168571,0.276,0.289,-10.879,86.465,acoustic
Brandon Chase,Without Me,47,202219,0.664,0.301,-8.135,115.877,acoustic
Aron Wright,You & Me (The Wildfire),41,242347,0.506,0.24,-14.737,130.96,acoustic
Sara Farell,Dancing With A Stranger,43,188735,0.595,0.18,-11.391,79.922,acoustic
Zack Tabudlo,Pero,65,256648,0.644,0.412,-9.14,118.49,acoustic
Jonah Baker,Good 4 U (Acoustic),53,174677,0.607,0.178,-15.471,127.956,acoustic
Greg Laswell,And Then You,47,209583,0.63,0.342,-13.377,77.515,acoustic
Daniel Robinson,Here With Me - Acoustic,55,164478,0.689,0.299,-9.431,96.825,acoustic
Boyce Avenue,I'll Be There For You (Friends Theme),45,138201,0.473,0.305,-8.48,81.153,acoustic
Zack Tabudlo,Habang Buhay,69,244067,0.62,0.668,-5.719,118.013,acoustic
Gabrielle Aplin,So Far so Good,37,198040,0.751,0.565,-9.106,119.996,acoustic
Colin & Caroline,More Than Gravity,34,266078,0.62,0.468,-9.648,110.969,acoustic
Andrew Belle,Fade into You,53,291676,0.478,0.398,-10.124,159.906,acoustic
Masaharu Fukuyama,東京にもあったんだ,31,382786,0.376,0.702,-5.733,134.817,acoustic
Masaharu Fukuyama,あの夏も 海も 空も,31,322906,0.403,0.631,-5.94,78.522,acoustic
Bailey Jehl,21 Guns,47,243979,0.44,0.119,-12.574,145.186,acoustic
Canyon City,Waves,45,262954,0.407,0.357,-11.659,112.207,acoustic
Jonah Baker,Running Up That Hill (A Deal With God) - Acoustic,51,168042,0.385,0.134,-14.672,203.816,acoustic
Kurt Cobain,Poison's Gone,51,131800,0.429,0.258,-12.408,108.796,acoustic
Masaharu Fukuyama,18 ~eighteen~,31,326600,0.609,0.76,-5.16,117.135,acoustic
Kina Grannis,Build Me Up Buttercup,48,166320,0.721,0.0963,-15.973,124.868,acoustic
The Mayries,Umbrella - Acoustic Version,48,178319,0.675,0.278,-9.569,123.962,acoustic
Gabrielle Aplin,Home,51,249386,0.403,0.29,-10.262,139.482,acoustic
Joshua Radin,You're My Home,55,200893,0.627,0.518,-7.178,95.991,acoustic
Masaharu Fukuyama,vs.2013 ~知覚と快楽の螺旋~,32,292493,0.403,0.925,-3.166,169.978,acoustic
Ysabelle Cuevas,I Like Me Better,54,189673,0.449,0.209,-14.494,93.618,acoustic
Jason Mraz,The Remedy (I Won't Worry),60,256440,0.589,0.867,-4.523,94.52,acoustic
Bailey Pelkman;Randy Rektor,Something Stupid,47,147809,0.789,0.261,-14.396,117.961,acoustic
Ethan Loukas;Janine Teñoso,Hanap-Hanap,29,246644,0.663,0.239,-9.517,83.102,acoustic
John Frusciante,The Will To Death,51,228426,0.498,0.113,-16.097,168.383,acoustic
Adam Christopher,Boulevard of Broken Dreams (Acoustic),41,207400,0.586,0.149,-13.369,75.121,acoustic
Kina Grannis,Can't Help Falling In Love,48,188354,0.444,0.143,-11.449,100.341,acoustic
Penny and Sparrow,Eloise,61,168712,0.606,0.415,-8.317,137.775,acoustic
Sonny Boy Williamson II,Help Me,60,188200,0.745,0.436,-9.617,114.216,acoustic
Shannon & Keast,Everytime We Touch (Acoustic),45,181496,0.526,0.139,-11.316,100.852,acoustic
Ray LaMontagne,Let It Be Me,58,280226,0.614,0.283,-8.008,107.673,acoustic
Mia Rollo,Beer,29,254306,0.473,0.493,-6.733,169.998,acoustic
Boyce Avenue,Someone Like You,57,276146,0.439,0.207,-9.573,136.514,acoustic
Suy Galvez,You've Got a Friend,29,274720,0.665,0.487,-9.409,94.978,acoustic
JJ Heller,This Little Light of Mine,49,159820,0.534,0.26,-12.406,113.877,acoustic
Takehara Pistol,Amazing Grace,30,178573,0.457,0.26,-7.952,106.756,acoustic
Days N Daze,Remnants of What People Used to Be,30,175046,0.5,0.611,-10.826,88.372,acoustic
AJJ,Linda Ronstadt,31,180771,0.448,0.516,-7.449,100.672,acoustic
SANNA NORTH,Unsteady - Acoustic Covers Versions of Popular Songs,29,191052,0.699,0.343,-6.052,114.021,acoustic
Brandi Carlile,Heart's Content,59,214666,0.564,0.209,-8.922,109.024,acoustic
The Bridge City Sinners,The Damned,30,167466,0.404,0.577,-8.272,112.215,acoustic
Pigeon Pit,Hot Knives,30,252760,0.501,0.44,-8.167,89.881,acoustic
Get Dead,Nickel Plated,29,136815,0.461,0.893,-6.028,179.92,acoustic
Adam Christopher,Peaches - Acoustic,55,190909,0.675,0.243,-13.392,142.87,acoustic
A Great Big World,You,49,218133,0.505,0.31,-10.423,82.591,acoustic
Andrew Belle,Swimmers,50,181093,0.547,0.599,-8.174,120.054,acoustic
Kris Allen,Live Like We're Dying,55,212506,0.589,0.893,-2.948,92.011,acoustic
Lúc,Somebody That I Used To Know,49,172454,0.503,0.123,-14.312,183.571,acoustic
Ben Woodward,Lost Without You,32,234046,0.611,0.534,-8.899,159.985,acoustic
Masayoshi Yamazaki,"One more time, One more chance",53,330200,0.55,0.408,-8.404,129.152,acoustic
The Mayries,you broke me first,46,190981,0.656,0.3,-9.905,120.006,acoustic
Gabrielle Aplin,Skylight,23,240449,0.524,0.566,-5.443,159.914,acoustic
Edy Hafler,Game of Thrones,41,89268,0.34,0.309,-12.98,176.899,acoustic
The Perishers,Nothing Like You and I,49,213453,0.598,0.291,-8.627,123.978,acoustic
Mat Kearney,Wanted Man,59,235106,0.514,0.319,-8.978,203.651,acoustic
The Mayries,Back To You,43,219976,0.448,0.256,-10.17,77.272,acoustic
Masaharu Fukuyama,何度でも花が咲くように私を生きよう,31,259493,0.441,0.423,-7.572,88.865,acoustic
Boyce Avenue,Scared to Be Lonely,46,222052,0.636,0.169,-11.191,138.236,acoustic
Kurt Cobain,Sappy - Early Demo,50,148573,0.445,0.289,-19.113,104.006,acoustic
Allman Brown,Ancient Light,41,244900,0.435,0.208,-15.75,69.027,acoustic
Sara Farell;Simon Samaeng,I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,48,232500,0.656,0.349,-6.841,118.026,acoustic
Andrew Foy;Renee Foy,Before You Go,36,195535,0.609,0.0866,-19.163,167.892,acoustic
Mat Kearney,Ships In The Night,44,255893,0.448,0.885,-3.755,178.151,acoustic
Joshua Radin,Only You,56,149013,0.545,0.255,-14.844,98.088,acoustic
Sakura Fujiwara,Waver,29,207933,0.626,0.682,-5.656,75.02,acoustic
JJ Heller,Missing Peace,52,238733,0.572,0.317,-9.108,78.009,acoustic
Masaharu Fukuyama,聖域,31,236853,0.368,0.871,-3.032,107.721,acoustic
Canyon City,Firework,47,182744,0.51,0.32,-10.371,92.385,acoustic
Ray LaMontagne,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,56,307534,0.55,0.334,-10.73,72.235,acoustic
Eddie van der Meer,"Sad Theme (From ""One Punch Man"")",37,81000,0.487,0.162,-11.238,82.33,acoustic
Gabrielle Aplin,Don't Know What I Want,24,145720,0.309,0.349,-8.402,180.075,acoustic
Gabrielle Aplin,Call Me,23,208400,0.38,0.468,-4.245,143.504,acoustic
Suy Galvez,TRUE,28,287760,0.716,0.525,-8.733,96.993,acoustic
Boyce Avenue;Rachel Grae,I Can't Make You Love Me,51,243680,0.407,0.222,-7.991,123.618,acoustic
Tristan Prettyman,Say Anything,51,236379,0.657,0.43,-10.202,91.967,acoustic
Matt Nathanson,All We Are,51,216933,0.534,0.492,-8.905,82.465,acoustic
Joshua Hyslop,Gentle Heart,50,265173,0.603,0.374,-10.875,135.946,acoustic
Masaharu Fukuyama,All My Loving (Original Version),31,245800,0.725,0.746,-8.214,102.87,acoustic
Masayoshi Yamazaki,アンダルシアに憧れて,30,358040,0.448,0.755,-5.719,156.045,acoustic
Masaharu Fukuyama,想 -new love new world-,31,280546,0.595,0.879,-4.849,124.784,acoustic
Drei Rana,Last Christmas,29,230915,0.686,0.285,-10.912,103.995,acoustic
Trevor Hall,Green Mountain State,61,274632,0.693,0.367,-11.66,129.879,acoustic
Maris Racal,Di Papakawalan,28,244528,0.71,0.402,-9.91,106.024,acoustic
The Weepies;Deb Talan;Steve Tannen,Can't Go Back Now,55,137880,0.691,0.552,-9.114,119.931,acoustic
Hanare Gumi,ウイスキーが、お好きでしょ,29,152100,0.642,0.237,-16.142,137.4,acoustic
Days N Daze,Ditches,30,162282,0.48,0.77,-3.547,126.225,acoustic
Eric Hutchinson,Outside Villanova,29,255680,0.785,0.732,-6.177,137.946,acoustic
Apes of the State,Timeline,30,216894,0.668,0.304,-9.415,112.338,acoustic
Gail Blanco,I'll Never Fall in Love Again,29,239000,0.758,0.406,-10.474,109.984,acoustic
The Bridge City Sinners,Stray Cat Strut,29,128731,0.49,0.749,-2.244,144.87,acoustic
Days N Daze,Goodbye Lulu Pt.2,30,381910,0.389,0.864,-3.218,98.11,acoustic
Days N Daze,Days n Daze of Our Lives,29,196161,0.387,0.524,-9.633,95.623,acoustic
Get Dead,8 Track,28,156533,0.408,0.974,-5.501,197.008,acoustic
Jonah Baker,Ghost - Acoustic,42,155050,0.486,0.0745,-14.271,145.912,acoustic
Eden Elf;Ren Avel,4am,49,125677,0.638,0.329,-13.683,94.125,acoustic
Adam Christopher;Dan Berk,"10,000 Hours - Acoustic",53,169058,0.522,0.382,-6.765,169.861,acoustic
Amber Leigh Irish,Yellow - Acoustic,50,196724,0.49,0.204,-10.992,167.573,acoustic
Lúc,No Air,52,199114,0.674,0.116,-13.448,129.976,acoustic
Anna Hamilton,Self Help,36,156923,0.778,0.445,-8.228,130.01,acoustic
Lee DeWyze,Blackbird Song,49,254615,0.259,0.195,-13.639,146.011,acoustic
Jonah Baker,Easy On Me - Acoustic,40,222186,0.408,0.095,-18.102,137.546,acoustic
